Sexe,age,Emploi,Telephone,statut_personnel,mois_pret_duree,historique de credit,but,Prix ( TND),personnes a charge,solde_d'epargne,duree_emploi,taux de versement ( par mois ) ,autres_debiteurs,Historique residence,propriete,logement,credits_existants,Score
Femme,30,employe qualifie,20706402,,24,rembourse,meubles,15442,1,0,2 mois,1,rien,11 mois,l'epargne de la societe de construction,propre,1,0
Homme,35,employe qualifie,27640164,marie,14,rembourse,Entreprise,2820,1,9990,14 ans,1,rien,5 mois,immobilier,propre,1,0
Homme,35,employe qualifie,25221871,marie,12,rembourse,Electronique,3360,1,8410,12 ans,3,rien,,immobilier,propre,1,0
Homme,47,employe qualifie,21422476,Celibataire,48,critique,Electronique,7156,1,0,11 ans,4,rien,,immobilier,propre,1,0
Femme,27,employe qualifie,23864092,,10,critique,meubles,4264,1,0,7 mois,2,codemandeur,2 annees,immobilier,louer,2,0
Femme,23,employe qualifie,26021907,,33,critique,meubles,8562,1,6700,1 ans,1,rien,12 ans,autre,propre,2,1
Homme,36,independant de gestion,24504079,divorce,12,critique,voiture (neuve),4732,1,5120,7 ans,3,rien,4 annees,autre,propre,1,0
Femme,41,independant de gestion,28874500,,24,critique,voiture (occasion),7736,1,380,19 annees,4,rien,9 mois,autre,louer,2,0
Homme,24,resident non qualifie,29473787,Celibataire,12,rembourse,meubles,3536,1,580,3 annees,3,rien,9 mois,immobilier,louer,1,0
Homme,63,employe qualifie,21305591,Celibataire,10,critique,voiture (neuve),1562,1,560,19 annees,4,rien,18 ans,inconnu/aucun,gratuitement,2,0
Femme,27,employe qualifie,29742143,,18,rembourse,meubles,3848,1,0,0 mois,4,rien,2 annees,immobilier,louer,1,1
Homme,30,employe qualifie,22292402,Celibataire,12,critique,voiture (neuve),4242,1,490,1 ans,4,rien,3 mois,l'epargne de la societe de construction,propre,2,0
Homme,40,resident non qualifie,26090971,marie,12,rembourse,Electronique,1402,1,160,1 ans,4,rien,8 mois,immobilier,propre,1,0
Homme,30,employe qualifie,22023678,Celibataire,12,rembourse,reparations,1278,1,260,3 annees,4,rien,6 mois,autre,propre,1,1
Homme,34,independant de gestion,24639783,Celibataire,12,critique,voiture (occasion),3720,1,540,,4,rien,1 mois,autre,propre,2,0
Femme,29,employe qualifie,25699059,,12,critique,voiture (neuve),6998,1,190,3 annees,3,codemandeur,2 mois,immobilier,propre,2,1
Homme,27,resident non qualifie,27496478,Celibataire,15,rembourse,meubles,5416,1,940,3 mois,2,rien,2 annees,l'epargne de la societe de construction,propre,2,0
Homme,47,employe qualifie,22902051,Celibataire,18,rembourse,meubles,3968,1,310,1 ans,4,rien,14 ans,inconnu/aucun,gratuitement,2,0
Femme,21,employe qualifie,26539600,,60,rembourse,Electronique,20288,1,4450,4 annees,2,rien,11 ans,immobilier,propre,1,0
Femme,38,employe qualifie,21548102,,12,critique,Electronique,2480,1,0,16 ans,4,rien,6 mois,immobilier,propre,2,0
Homme,27,employe qualifie,22303033,Celibataire,27,retarde,voiture (occasion),17226,1,180770,1 ans,2,rien,1 mois,autre,propre,2,0
Homme,66,resident non qualifie,29574106,Celibataire,12,rembourse,Electronique,1532,1,9090,1 ans,4,rien,2 annees,immobilier,propre,1,1
Homme,27,chomeur non resident,20558983,marie,6,rembourse,voiture (neuve),1418,1,120480,6 mois,2,rien,5 mois,immobilier,propre,1,0
Femme,30,independant de gestion,24205492,,36,rembourse,Electronique,9590,1,510,9 mois,4,rien,,inconnu/aucun,propre,1,0
Homme,27,independant de gestion,22489293,Celibataire,27,rembourse,Electronique,6832,1,350,3 annees,3,rien,8 mois,autre,propre,1,0
Homme,22,employe qualifie,21795194,Celibataire,18,rembourse,meubles,4924,1,180,2 annees,2,rien,4 mois,autre,propre,1,1
Femme,23,employe qualifie,23245131,,21,critique,meubles,4576,1,20,6 mois,4,rien,21 ans,l'epargne de la societe de construction,propre,1,0
Homme,30,employe qualifie,23042090,Celibataire,48,entierement rembourse cette banque,Entreprise,7132,1,4160,7 ans,4,rien,0 mois,autre,propre,1,0
Femme,39,employe qualifie,28725890,,6,critique,voiture (neuve),1720,1,800,14 ans,1,rien,18 ans,inconnu/aucun,propre,2,0
Homme,46,employe qualifie,22585391,Celibataire,18,critique,Electronique,3164,1,26570,13 ans,4,rien,11 ans,autre,propre,2,0
Homme,42,employe qualifie,28246526,Celibataire,6,rembourse,Electronique,2692,2,3850,16 ans,2,rien,17 ans,inconnu/aucun,gratuitement,1,0
Homme,38,employe qualifie,27372631,Celibataire,10,rembourse,Electronique,3848,1,50,2 annees,1,rien,22 ans,l'epargne de la societe de construction,propre,1,0
Femme,29,employe qualifie,23430131,,24,critique,voiture (occasion),15516,1,123000,18 ans,2,rien,7 ans,inconnu/aucun,louer,1,0
Femme,20,employe qualifie,24807044,,12,rembourse,meubles,2564,1,660,2 annees,2,rien,20 ans,autre,louer,1,1
Homme,48,employe qualifie,21761381,Celibataire,9,critique,reparations,2576,2,3140,11 ans,3,garant,24 ans,immobilier,propre,2,0
Homme,36,employe qualifie,21593135,Celibataire,24,critique,Electronique,5744,2,2810,15 ans,3,rien,18 ans,immobilier,propre,1,0
Femme,30,employe qualifie,26997003,,18,critique,voiture (neuve),2110,1,150,2 mois,4,rien,,l'epargne de la societe de construction,propre,2,0
Homme,36,employe qualifie,27319792,Celibataire,15,rembourse,appareils electromenagers,2524,1,6860,4 annees,4,rien,2 annees,l'epargne de la societe de construction,propre,2,0
Homme,70,independant de gestion,29181257,Celibataire,10,rembourse,voiture (neuve),14616,1,300,,2,rien,24 ans,inconnu/aucun,gratuitement,1,0
Homme,32,employe qualifie,22088858,Celibataire,6,rembourse,meubles,5956,1,9580,2 annees,1,rien,8 mois,autre,propre,1,0
Femme,20,employe qualifie,22756014,,11,rembourse,meubles,3154,1,198350,9 mois,4,rien,,immobilier,propre,1,0
Femme,25,employe qualifie,29212759,,24,rembourse,meubles,7944,1,510,4 annees,2,rien,16 ans,l'epargne de la societe de construction,louer,1,0
Homme,31,employe qualifie,29037363,divorce,24,critique,Entreprise,3870,1,900,19 annees,4,rien,15 ans,immobilier,propre,2,1
Homme,33,employe qualifie,27659460,Celibataire,15,entierement rembourse,voiture (neuve),1900,2,380,7 ans,4,rien,4 annees,autre,louer,2,1
Femme,26,employe qualifie,20622999,,12,rembourse,meubles,1526,1,890,3 annees,4,rien,,immobilier,propre,1,0
Femme,34,independant de gestion,27842370,,24,retarde,meubles,4128,1,280,,3,rien,11 mois,l'epargne de la societe de construction,propre,1,1
Homme,33,employe qualifie,25681173,Celibataire,8,rembourse,Electronique,2828,1,880,3 annees,4,garant,3 mois,immobilier,propre,1,0
Femme,53,independant de gestion,23078924,,30,entierement rembourse cette banque,voiture (occasion),14970,1,0,,4,rien,,immobilier,propre,1,1
Homme,42,employe qualifie,22121257,divorce,12,rembourse,meubles,5154,1,140,2 annees,2,rien,,autre,propre,1,0
Homme,52,employe qualifie,27498525,Celibataire,6,critique,Electronique,676,1,8380,19 annees,4,rien,14 ans,autre,propre,2,0
Homme,31,independant de gestion,29564933,Celibataire,12,rembourse,Electronique,3926,2,900,4 annees,4,rien,2 mois,autre,louer,2,0
Homme,65,employe qualifie,25284336,Celibataire,21,critique,voiture (neuve),1142,1,590,9 annees,4,rien,10 annees,immobilier,propre,2,0
Homme,28,employe qualifie,25338531,divorce,36,retarde,Entreprise,19144,1,50,9 mois,1,rien,,autre,propre,2,1
Homme,30,independant de gestion,21446523,divorce,36,retarde,Entreprise,8910,1,300,1 ans,2,rien,10 mois,immobilier,propre,2,1
Homme,40,resident non qualifie,24013201,Celibataire,21,entierement rembourse cette banque,voiture (neuve),3294,2,0,1 ans,4,rien,3 mois,l'epargne de la societe de construction,propre,2,1
Homme,36,employe qualifie,25569830,Celibataire,18,critique,voiture (neuve),1768,2,130,7 ans,4,rien,10 annees,autre,propre,1,1
Homme,31,employe qualifie,21746799,Celibataire,15,critique,Electronique,2720,1,240,1 ans,4,rien,2 mois,l'epargne de la societe de construction,propre,2,0
Homme,68,chomeur non resident,21640672,Celibataire,16,critique,voiture (neuve),2350,1,830,,2,rien,2 annees,autre,gratuitement,3,0
Homme,20,employe qualifie,20618146,marie,12,rembourse,Electronique,1348,1,3110,5 annees,4,rien,,l'epargne de la societe de construction,propre,1,1
Homme,54,independant de gestion,21869802,Celibataire,24,rembourse,Entreprise,9182,1,184840,1 ans,2,rien,3 annees,l'epargne de la societe de construction,propre,3,1
Homme,34,resident non qualifie,22865787,Celibataire,48,entierement rembourse,Entreprise,7688,2,2890,4 annees,4,rien,10 annees,inconnu/aucun,gratuitement,1,1
Homme,36,employe qualifie,28466424,Celibataire,27,rembourse,Entreprise,7830,2,180,1 ans,4,rien,8 mois,autre,propre,1,1
Homme,29,employe qualifie,26041136,marie,6,rembourse,Electronique,4216,1,420,7 ans,2,rien,0 mois,immobilier,louer,1,0
Homme,21,employe qualifie,28882408,Celibataire,45,rembourse,Electronique,6062,1,3310,2 annees,4,garant,11 ans,l'epargne de la societe de construction,louer,1,1
Femme,34,independant de gestion,24984160,,9,critique,education,3002,1,780,18 ans,2,rien,2 annees,autre,propre,2,1
Femme,28,employe qualifie,21707948,,6,critique,Electronique,2764,1,160,2 annees,1,rien,,autre,propre,2,0
Femme,27,employe qualifie,26861105,,12,rembourse,meubles,1902,1,4160,7 mois,4,rien,11 ans,autre,louer,4,1
Homme,36,employe qualifie,28457661,Celibataire,24,rembourse,voiture (occasion),5520,1,0,16 ans,4,rien,11 ans,inconnu/aucun,gratuitement,1,0
Homme,40,independant de gestion,29053497,divorce,18,retarde,meubles,8594,1,640,19 annees,4,rien,1 ans,inconnu/aucun,propre,1,1
Homme,27,resident non qualifie,20440329,marie,12,rembourse,voiture (neuve),2336,1,660,3 annees,4,rien,2 annees,immobilier,propre,1,0
Homme,26,employe qualifie,28712014,Celibataire,27,retarde,Entreprise,10234,1,330,4 annees,3,rien,13 ans,autre,propre,2,0
Homme,38,resident non qualifie,21491639,Celibataire,12,critique,voiture (neuve),2990,2,130,18 ans,4,rien,,immobilier,propre,2,0
Homme,38,independant de gestion,23653579,Celibataire,30,critique,voiture (occasion),21246,2,260,11 ans,3,rien,5 annees,inconnu/aucun,gratuitement,3,0
Homme,55,employe qualifie,28917200,Celibataire,12,rembourse,voiture (occasion),2826,1,97080,5 annees,3,rien,2 mois,l'epargne de la societe de construction,propre,1,0
Homme,33,employe qualifie,24258353,Celibataire,9,critique,Electronique,6148,2,0,3 annees,1,rien,7 mois,immobilier,propre,2,0
Femme,45,resident non qualifie,24808708,,36,rembourse,Electronique,7670,1,0,18 ans,2,rien,9 annees,immobilier,propre,1,0
Homme,66,independant de gestion,24937566,Celibataire,30,retarde,Entreprise,3816,1,410,8 annees,4,rien,18 ans,immobilier,propre,1,1
Femme,39,resident non qualifie,24148147,,6,critique,reconversion,1864,1,0,5 annees,1,rien,1 ans,l'epargne de la societe de construction,propre,2,0
Homme,31,employe qualifie,26743230,Celibataire,18,entierement rembourse,Entreprise,6208,1,810,7 ans,3,rien,,l'epargne de la societe de construction,propre,1,0
Homme,23,employe qualifie,28448392,Celibataire,36,rembourse,Electronique,7826,1,710,1 ans,2,rien,10 mois,immobilier,propre,1,0
Femme,64,employe qualifie,27878569,,10,rembourse,voiture (neuve),2728,1,530,3 annees,2,rien,6 ans,autre,propre,1,0
Femme,23,employe qualifie,25227133,,12,rembourse,education,2400,1,0,3 annees,4,rien,14 ans,l'epargne de la societe de construction,louer,1,0
Homme,30,employe qualifie,22484282,Celibataire,12,rembourse,Electronique,1414,1,150,2 annees,4,rien,1 mois,immobilier,propre,2,0
Homme,32,employe qualifie,27243864,Celibataire,24,retarde,Entreprise,5956,2,0,2 annees,4,rien,16 ans,immobilier,propre,2,0
Homme,30,employe qualifie,21356371,Celibataire,15,rembourse,voiture (occasion),9314,1,120,1 ans,3,rien,4 mois,autre,propre,1,0
Homme,27,employe qualifie,22597072,Celibataire,48,rembourse,Electronique,21922,1,28390,5 annees,1,codemandeur,4 mois,inconnu/aucun,propre,2,1
Homme,53,independant de gestion,21530794,Celibataire,12,rembourse,meubles,15730,1,510,16 ans,4,rien,21 ans,inconnu/aucun,gratuitement,1,1
Homme,22,employe qualifie,26996502,Celibataire,9,rembourse,Electronique,2956,1,780,7 ans,4,rien,11 mois,autre,propre,1,1
Homme,26,employe qualifie,25095592,Celibataire,36,rembourse,Electronique,8420,1,260,3 annees,4,rien,0 mois,autre,propre,1,1
Homme,51,resident non qualifie,24029474,Celibataire,9,rembourse,voiture (neuve),5014,1,8960,7 ans,2,rien,23 annees,inconnu/aucun,gratuitement,1,0
Homme,35,employe qualifie,28877701,Celibataire,12,rembourse,Electronique,4282,1,4060,6 ans,3,rien,,inconnu/aucun,propre,1,0
Homme,42,resident non qualifie,26384851,Celibataire,4,critique,Electronique,3088,2,990,5 annees,2,rien,,immobilier,propre,3,0
Homme,30,independant de gestion,29468465,Celibataire,24,rembourse,Electronique,3646,2,540,,4,rien,10 mois,autre,propre,1,1
Homme,61,resident non qualifie,23382966,divorce,21,rembourse,Entreprise,5534,1,4130,11 ans,4,rien,6 mois,autre,louer,2,1
Femme,35,employe qualifie,22935359,,12,critique,Electronique,2582,1,900,3 annees,4,rien,0 mois,l'epargne de la societe de construction,propre,2,0
Homme,39,employe qualifie,26382337,Celibataire,30,rembourse,Electronique,5044,2,940,8 annees,1,garant,1 ans,l'epargne de la societe de construction,propre,1,0
Femme,29,employe qualifie,21884420,,24,rembourse,voiture (neuve),1830,1,0,17 ans,4,rien,11 mois,autre,propre,1,1
Homme,51,employe qualifie,21053118,Celibataire,6,rembourse,Electronique,3190,2,250,6 ans,3,rien,8 mois,l'epargne de la societe de construction,propre,1,0
Femme,27,employe qualifie,28666904,,12,critique,Entreprise,2370,1,650,2 annees,3,rien,2 mois,immobilier,propre,2,0
Homme,25,employe qualifie,27115150,Celibataire,24,rembourse,Entreprise,2516,1,80,4 annees,4,rien,,immobilier,propre,1,0
Homme,52,employe qualifie,28250014,Celibataire,12,critique,Electronique,1434,1,80,10 annees,4,rien,9 annees,immobilier,propre,3,0
Homme,35,employe qualifie,28474425,Celibataire,6,entierement rembourse,voiture (neuve),2408,1,4920,2 annees,4,rien,,inconnu/aucun,louer,1,0
Femme,22,employe qualifie,27769545,,18,rembourse,Electronique,866,1,700,,3,codemandeur,10 annees,immobilier,louer,1,1
Femme,39,resident non qualifie,24644103,,6,critique,voiture (neuve),1332,1,80630,5 annees,3,rien,8 annees,immobilier,propre,2,0
Femme,24,employe qualifie,22405260,,30,rembourse,voiture (neuve),4300,1,210,1 ans,4,garant,0 mois,inconnu/aucun,propre,1,1
Homme,35,employe qualifie,20888622,Celibataire,24,retarde,meubles,8302,1,4720,2 annees,2,rien,4 annees,l'epargne de la societe de construction,propre,2,0
Homme,24,employe qualifie,27781837,Celibataire,9,rembourse,meubles,4060,1,0,6 ans,2,rien,,autre,propre,1,0
Homme,27,resident non qualifie,24886921,Celibataire,60,retarde,Electronique,14836,1,0,3 annees,1,rien,,immobilier,propre,1,0
Homme,35,resident non qualifie,23888380,Celibataire,24,critique,Electronique,5368,1,400,3 annees,4,rien,4 mois,immobilier,propre,2,0
Homme,29,employe qualifie,27597160,divorce,12,entierement rembourse cette banque,Electronique,4298,1,490,1 ans,4,rien,,inconnu/aucun,gratuitement,1,1
Femme,23,employe qualifie,29671624,,15,rembourse,voiture (occasion),7624,1,2760,6 mois,1,rien,10 annees,autre,propre,1,0
Femme,57,resident non qualifie,21556951,,11,critique,Electronique,2308,1,3180,,4,rien,15 ans,immobilier,propre,3,0
Homme,27,employe qualifie,24798636,Celibataire,12,rembourse,meubles,3314,1,400,3 annees,2,rien,1 mois,immobilier,propre,1,0
Homme,36,independant de gestion,23221566,Celibataire,18,critique,voiture (neuve),10604,1,930,7 ans,2,rien,18 ans,inconnu/aucun,gratuitement,3,0
Femme,57,resident non qualifie,28068610,,12,critique,education,5496,1,440,14 ans,2,rien,8 annees,inconnu/aucun,gratuitement,3,0
Homme,32,resident non qualifie,22701486,Celibataire,10,critique,voiture (neuve),2462,2,320,7 ans,3,rien,10 annees,immobilier,propre,2,0
Femme,38,employe qualifie,27443325,,24,rembourse,Electronique,3066,1,980,5 mois,4,rien,2 annees,autre,propre,1,0
Homme,45,independant de gestion,24774957,divorce,14,rembourse,voiture (neuve),17956,1,720,19 annees,1,rien,20 ans,l'epargne de la societe de construction,propre,1,1
Femme,37,employe qualifie,27195001,,12,critique,meubles,2804,1,6470,5 annees,3,rien,18 ans,autre,louer,1,0
Homme,36,independant de gestion,20899318,Celibataire,48,entierement rembourse cette banque,voiture (neuve),24338,1,0,,4,codemandeur,10 annees,inconnu/aucun,gratuitement,1,0
Homme,28,employe qualifie,21306512,Celibataire,48,rembourse,Electronique,6120,1,180,5 annees,4,rien,17 ans,immobilier,propre,2,1
Homme,32,employe qualifie,21990974,Celibataire,9,rembourse,Electronique,5394,2,860,3 annees,1,rien,7 mois,immobilier,propre,1,0
Homme,49,resident non qualifie,25869474,divorce,12,rembourse,meubles,2524,1,0,19 annees,2,rien,10 annees,l'epargne de la societe de construction,propre,1,0
Femme,32,employe qualifie,20715552,,6,rembourse,meubles,9222,1,280,0 mois,1,rien,12 ans,l'epargne de la societe de construction,propre,1,1
Homme,29,independant de gestion,29143859,Celibataire,24,rembourse,Electronique,3802,1,2130,1 ans,4,rien,13 ans,autre,louer,1,0
Homme,37,employe qualifie,21565371,divorce,24,critique,voiture (neuve),7756,1,2730,7 mois,4,rien,5 mois,autre,propre,1,0
Homme,26,employe qualifie,21678409,Celibataire,48,rembourse,voiture (occasion),9576,2,680,6 ans,4,rien,4 annees,l'epargne de la societe de construction,propre,1,0
Homme,48,employe qualifie,22335457,marie,24,retarde,Electronique,2048,1,80,2 mois,4,rien,14 ans,immobilier,propre,1,1
Homme,26,employe qualifie,23036626,marie,12,rembourse,Entreprise,2152,1,500,3 annees,2,rien,4 mois,immobilier,propre,1,0
Homme,56,employe qualifie,23613294,Celibataire,42,critique,voiture (occasion),9592,1,400,13 ans,4,rien,13 ans,inconnu/aucun,gratuitement,1,0
Homme,46,independant de gestion,25385187,divorce,48,critique,Entreprise,15258,2,0,9 annees,4,rien,9 mois,autre,propre,2,0
Femme,26,employe qualifie,25656925,,48,rembourse,meubles,19920,1,350,1 mois,1,rien,0 mois,autre,propre,1,1
Homme,45,resident non qualifie,27717753,Celibataire,10,rembourse,voiture (neuve),2574,1,0,9 annees,4,codemandeur,8 mois,l'epargne de la societe de construction,propre,1,0
Homme,32,employe qualifie,20808697,Celibataire,21,critique,meubles,5490,1,145750,5 annees,3,rien,4 mois,autre,propre,2,0
Femme,54,chomeur non resident,22755835,,6,rembourse,voiture (neuve),1344,1,30,,1,rien,15 ans,immobilier,propre,1,0
Femme,42,employe qualifie,25630146,,36,entierement rembourse,Electronique,7608,1,780,3 annees,4,rien,,autre,propre,1,1
Homme,37,resident non qualifie,20772304,Celibataire,24,critique,voiture (neuve),2688,2,0,7 ans,4,rien,7 mois,immobilier,propre,2,1
Homme,44,employe qualifie,28385796,Celibataire,48,critique,voiture (neuve),20254,1,9430,1 ans,2,rien,8 mois,inconnu/aucun,gratuitement,1,1
Homme,33,employe qualifie,21762386,divorce,6,rembourse,meubles,3086,1,27850,2 annees,4,rien,5 mois,immobilier,propre,1,0
Homme,33,resident non qualifie,25232311,marie,12,rembourse,Electronique,1454,1,2800,0 mois,4,rien,1 ans,inconnu/aucun,propre,1,1
Femme,24,employe qualifie,29644127,,8,rembourse,meubles,2474,1,830,1 ans,3,rien,6 ans,immobilier,propre,1,1
Homme,22,resident non qualifie,27130268,marie,9,rembourse,voiture (neuve),552,1,400,1 ans,4,rien,16 ans,immobilier,louer,1,0
Homme,25,resident non qualifie,24041020,marie,12,rembourse,voiture (neuve),1370,1,330,5 annees,2,rien,4 annees,autre,propre,1,1
Homme,29,resident non qualifie,20933282,Celibataire,4,rembourse,voiture (neuve),2988,2,0,3 mois,1,rien,9 mois,immobilier,propre,1,0
Homme,38,resident non qualifie,27198104,Celibataire,12,rembourse,meubles,1416,2,830,3 annees,2,garant,1 ans,l'epargne de la societe de construction,propre,1,0
Femme,48,resident non qualifie,24677230,,24,rembourse,meubles,8702,1,0,1 ans,1,rien,12 ans,l'epargne de la societe de construction,propre,1,0
Homme,32,employe qualifie,27315696,Celibataire,12,critique,education,1402,1,30,1 ans,4,rien,9 mois,autre,propre,2,0
Femme,27,resident non qualifie,28861505,,15,retarde,meubles,7286,1,500,14 ans,1,rien,24 ans,l'epargne de la societe de construction,propre,2,0
Homme,28,independant de gestion,23213129,marie,30,critique,voiture (neuve),8498,1,760,,4,rien,5 mois,autre,propre,2,1
Homme,34,independant de gestion,27714228,Celibataire,24,rembourse,voiture (occasion),5820,1,650,4 annees,2,rien,,inconnu/aucun,gratuitement,1,0
Femme,36,employe qualifie,23915232,,18,critique,voiture (neuve),2056,1,930,1 ans,4,rien,3 annees,immobilier,propre,2,0
Homme,49,employe qualifie,24794457,Celibataire,12,critique,meubles,11602,1,0,10 annees,2,rien,16 ans,l'epargne de la societe de construction,louer,1,0
Femme,34,employe qualifie,29459200,,24,rembourse,voiture (neuve),3050,2,38580,6 ans,4,rien,3 annees,autre,propre,1,0
Homme,31,employe qualifie,23426465,Celibataire,36,rembourse,Electronique,8946,1,150,11 ans,4,rien,7 mois,autre,propre,1,0
Homme,28,employe qualifie,27502937,Celibataire,6,rembourse,Electronique,2136,2,650,13 ans,4,rien,22 ans,autre,propre,1,0
Femme,24,resident non qualifie,20738687,,48,critique,voiture (occasion),23180,1,3990,2 annees,2,rien,23 annees,autre,louer,2,1
Homme,23,employe qualifie,25976593,Celibataire,24,entierement rembourse,meubles,8220,2,90,19 annees,3,rien,18 ans,inconnu/aucun,louer,2,1
Femme,24,employe qualifie,20432652,,15,rembourse,appareils electromenagers,2550,1,0,1 ans,4,rien,9 mois,autre,louer,1,1
Homme,28,employe qualifie,23946676,Celibataire,24,rembourse,meubles,8338,1,810,3 annees,4,rien,5 annees,l'epargne de la societe de construction,propre,1,0
Femme,24,employe qualifie,26612122,,24,critique,education,11486,1,930,6 mois,2,rien,9 annees,inconnu/aucun,gratuitement,2,0
Femme,26,resident non qualifie,25071478,,21,rembourse,meubles,7198,1,140,7 ans,1,rien,7 ans,autre,louer,1,0
Homme,33,independant de gestion,24067197,Celibataire,18,rembourse,Entreprise,8878,1,610,8 annees,1,codemandeur,,immobilier,propre,1,0
Homme,37,resident non qualifie,23465772,Celibataire,10,rembourse,voiture (neuve),7898,2,810,8 mois,1,garant,,l'epargne de la societe de construction,propre,1,0
Femme,43,resident non qualifie,20527536,,15,critique,Electronique,2918,1,570,1 ans,4,rien,9 mois,autre,propre,1,0
Homme,23,employe qualifie,27983487,Celibataire,13,critique,Electronique,1764,1,0,1 mois,4,garant,23 annees,immobilier,propre,2,0
Femme,23,chomeur non resident,21791306,,24,rembourse,Electronique,7516,1,7900,,1,rien,16 ans,inconnu/aucun,louer,1,0
Homme,34,resident non qualifie,21632286,Celibataire,6,retarde,Entreprise,3486,1,2650,1 ans,1,rien,2 mois,immobilier,propre,2,0
Homme,32,employe qualifie,28443229,Celibataire,9,critique,education,2272,2,61950,19 annees,4,rien,2 annees,inconnu/aucun,gratuitement,2,1
Femme,23,employe qualifie,29276281,,9,rembourse,appareils electromenagers,2472,1,230,1 mois,1,rien,11 ans,immobilier,louer,1,0
Femme,29,employe qualifie,21455250,,9,rembourse,meubles,1918,1,510,1 ans,1,rien,0 mois,autre,propre,1,1
Homme,38,independant de gestion,23632304,Celibataire,18,critique,voiture (occasion),6458,1,0,,2,rien,10 annees,inconnu/aucun,propre,1,0
Homme,28,employe qualifie,24738553,Celibataire,12,entierement rembourse,Electronique,12398,1,640,1 ans,4,rien,0 mois,l'epargne de la societe de construction,louer,2,1
Homme,46,employe qualifie,26401068,Celibataire,10,rembourse,education,1454,1,5550,10 annees,4,rien,15 ans,inconnu/aucun,gratuitement,1,0
Homme,23,resident non qualifie,23154636,Celibataire,24,rembourse,voiture (neuve),2492,1,480,7 mois,4,rien,8 mois,immobilier,propre,1,1
Homme,49,employe qualifie,23475773,Celibataire,12,critique,Electronique,4662,1,0,10 annees,1,codemandeur,22 ans,immobilier,propre,1,0
Homme,26,independant de gestion,27868505,Celibataire,36,retarde,Electronique,8926,1,300,2 annees,4,rien,0 mois,autre,propre,2,1
Homme,61,employe qualifie,24594546,Celibataire,18,rembourse,education,2478,1,0,2 annees,4,rien,20 ans,inconnu/aucun,gratuitement,1,0
Homme,37,independant de gestion,21039271,Celibataire,12,rembourse,Electronique,6798,1,0,8 annees,2,rien,2 annees,autre,propre,1,0
Femme,36,employe qualifie,28396989,,12,retarde,voiture (neuve),4494,1,880,1 ans,2,rien,6 mois,autre,propre,2,0
Homme,21,employe qualifie,23348970,marie,6,rembourse,meubles,3532,1,300,1 ans,1,rien,8 mois,l'epargne de la societe de construction,louer,1,0
Homme,25,chomeur non resident,26821882,Celibataire,18,rembourse,meubles,4946,1,970,,4,rien,,autre,propre,1,1
Homme,36,employe qualifie,25935694,Celibataire,12,rembourse,Entreprise,3084,1,340,7 ans,2,rien,15 ans,autre,propre,1,0
Homme,27,employe qualifie,20668220,Celibataire,18,critique,voiture (occasion),7700,1,0,5 annees,3,rien,,autre,propre,2,0
Femme,22,employe qualifie,25621987,,18,rembourse,meubles,7300,1,150,2 mois,1,rien,8 annees,autre,louer,1,0
Homme,36,employe qualifie,24930230,Celibataire,36,rembourse,voiture (neuve),6158,1,0,2 annees,4,rien,24 ans,immobilier,propre,1,0
Homme,33,employe qualifie,26220840,Celibataire,18,critique,Electronique,12140,1,430,7 ans,3,rien,15 ans,autre,propre,2,0
Femme,23,employe qualifie,26346174,,10,critique,meubles,4292,1,260,4 mois,1,rien,1 ans,immobilier,louer,2,0
Homme,63,independant de gestion,24929797,Celibataire,60,critique,voiture (neuve),27512,1,0,14 ans,2,rien,5 annees,inconnu/aucun,gratuitement,1,0
Femme,60,independant de gestion,24875172,,60,entierement rembourse cette banque,autres,29564,1,3220,16 ans,3,rien,6 ans,inconnu/aucun,gratuitement,2,1
Femme,37,employe qualifie,25564796,,48,entierement rembourse cette banque,Entreprise,15370,1,230,5 annees,2,garant,20 ans,autre,louer,1,1
Homme,34,employe qualifie,29407671,marie,18,retarde,Electronique,4640,1,840,,2,rien,2 annees,immobilier,propre,2,0
Homme,36,employe qualifie,27618351,Celibataire,7,retarde,Electronique,1692,1,0,13 ans,3,rien,15 ans,inconnu/aucun,gratuitement,1,0
Femme,52,resident non qualifie,25246479,,6,critique,voiture (neuve),724,1,2240,2 annees,4,rien,11 ans,autre,propre,2,0
Homme,39,employe qualifie,29171609,Celibataire,20,rembourse,meubles,4424,1,0,4 annees,4,rien,12 ans,autre,propre,1,0
Femme,38,independant de gestion,26245751,,18,rembourse,voiture (occasion),25952,1,290,,3,rien,20 ans,inconnu/aucun,gratuitement,1,1
Homme,26,resident non qualifie,28706057,Celibataire,30,retarde,Entreprise,8544,1,1700,1 ans,2,rien,11 mois,l'epargne de la societe de construction,propre,2,0
Femme,25,employe qualifie,22770429,,18,critique,Electronique,4476,1,40,2 annees,2,rien,,autre,propre,2,0
Femme,21,employe qualifie,23314065,,18,rembourse,Electronique,2252,1,0,6 mois,4,rien,8 mois,immobilier,louer,1,0
Homme,40,independant de gestion,26200186,Celibataire,18,critique,meubles,14748,1,890,,4,rien,10 annees,l'epargne de la societe de construction,propre,2,0
Homme,27,employe qualifie,27816653,Celibataire,15,critique,Entreprise,4652,1,9270,2 annees,2,rien,9 annees,autre,propre,1,0
Femme,27,employe qualifie,26720463,,9,rembourse,Entreprise,2898,1,690,5 annees,3,rien,8 mois,autre,propre,2,0
